step,MR:0.0 ID:C Mode:none_mean_opinions,MR:0.0 ID:C Mode:none_non_zealot_variance,MR:0.0 ID:C Mode:none_cluster_variance,MR:0.0 ID:C Mode:none_negative_counts,MR:0.0 ID:C Mode:none_negative_means,MR:0.0 ID:C Mode:none_positive_counts,MR:0.0 ID:C Mode:none_positive_means,MR:0.0 ID:C Mode:none_polarization_index,MR:0.0 ID:C Mode:clustered_mean_opinions,MR:0.0 ID:C Mode:clustered_non_zealot_variance,MR:0.0 ID:C Mode:clustered_cluster_variance,MR:0.0 ID:C Mode:clustered_negative_counts,MR:0.0 ID:C Mode:clustered_negative_means,MR:0.0 ID:C Mode:clustered_positive_counts,MR:0.0 ID:C Mode:clustered_positive_means,MR:0.0 ID:C Mode:clustered_polarization_index,MR:0.0 ID:C Mode:random_mean_opinions,MR:0.0 ID:C Mode:random_non_zealot_variance,MR:0.0 ID:C Mode:random_cluster_variance,MR:0.0 ID:C Mode:random_negative_counts,MR:0.0 ID:C Mode:random_negative_means,MR:0.0 ID:C Mode:random_positive_counts,MR:0.0 ID:C Mode:random_positive_means,MR:0.0 ID:C Mode:random_polarization_index,MR:0.0 ID:C Mode:high-degree_mean_opinions,MR:0.0 ID:C Mode:high-degree_non_zealot_variance,MR:0.0 ID:C Mode:high-degree_cluster_variance,MR:0.0 ID:C Mode:high-degree_negative_counts,MR:0.0 ID:C Mode:high-degree_negative_means,MR:0.0 ID:C Mode:high-degree_positive_counts,MR:0.0 ID:C Mode:high-degree_positive_means,MR:0.0 ID:C Mode:high-degree_polarization_index,MR:0.3 ID:C Mode:none_mean_opinions,MR:0.3 ID:C Mode:none_non_zealot_variance,MR:0.3 ID:C Mode:none_cluster_variance,MR:0.3 ID:C Mode:none_negative_counts,MR:0.3 ID:C Mode:none_negative_means,MR:0.3 ID:C Mode:none_positive_counts,MR:0.3 ID:C Mode:none_positive_means,MR:0.3 ID:C Mode:none_polarization_index,MR:0.3 ID:C Mode:clustered_mean_opinions,MR:0.3 ID:C Mode:clustered_non_zealot_variance,MR:0.3 ID:C Mode:clustered_cluster_variance,MR:0.3 ID:C Mode:clustered_negative_counts,MR:0.3 ID:C Mode:clustered_negative_means,MR:0.3 ID:C Mode:clustered_positive_counts,MR:0.3 ID:C Mode:clustered_positive_means,MR:0.3 ID:C Mode:clustered_polarization_index,MR:0.3 ID:C Mode:random_mean_opinions,MR:0.3 ID:C Mode:random_non_zealot_variance,MR:0.3 ID:C Mode:random_cluster_variance,MR:0.3 ID:C Mode:random_negative_counts,MR:0.3 ID:C Mode:random_negative_means,MR:0.3 ID:C Mode:random_positive_counts,MR:0.3 ID:C Mode:random_positive_means,MR:0.3 ID:C Mode:random_polarization_index,MR:0.3 ID:C Mode:high-degree_mean_opinions,MR:0.3 ID:C Mode:high-degree_non_zealot_variance,MR:0.3 ID:C Mode:high-degree_cluster_variance,MR:0.3 ID:C Mode:high-degree_negative_counts,MR:0.3 ID:C Mode:high-degree_negative_means,MR:0.3 ID:C Mode:high-degree_positive_counts,MR:0.3 ID:C Mode:high-degree_positive_means,MR:0.3 ID:C Mode:high-degree_polarization_index
69,0.0161,0.0101,0.0010,219.5000,-0.0249,280.5000,0.0454,0.0263,0.1098,0.0231,0.0034,114.6000,-0.0162,365.4000,0.0982,0.0361,0.1734,0.0345,0.0083,63.2000,-0.0144,416.8000,0.1612,0.0092,0.2095,0.0375,0.0087,36.8000,-0.0118,443.2000,0.1918,0.0000,-0.0290,0.1461,0.0422,261.5000,-0.3457,238.5000,0.3182,29.5408,0.0788,0.1443,0.0471,219.4000,-0.3144,260.6000,0.3403,30.6563,0.1318,0.1396,0.0491,187.8000,-0.3009,292.2000,0.3522,28.6959,0.1719,0.1288,0.0436,163.3000,-0.2884,316.7000,0.3588,27.1809
70,0.0165,0.0104,0.0011,218.0000,-0.0255,282.0000,0.0463,0.0316,0.1110,0.0234,0.0035,113.5000,-0.0164,366.5000,0.0995,0.0362,0.1750,0.0349,0.0084,62.3000,-0.0145,417.7000,0.1628,0.0092,0.2110,0.0378,0.0088,35.7000,-0.0118,444.3000,0.1931,0.0000,-0.0291,0.1469,0.0422,261.6000,-0.3467,238.4000,0.3194,29.6752,0.0789,0.1450,0.0471,219.4000,-0.3155,260.6000,0.3413,30.8399,0.1322,0.1403,0.0491,187.7000,-0.3019,292.3000,0.3533,28.8115,0.1722,0.1294,0.0436,163.3000,-0.2892,316.7000,0.3597,27.1714
71,0.0169,0.0108,0.0011,216.9000,-0.0260,283.1000,0.0474,0.0484,0.1121,0.0238,0.0035,112.7000,-0.0165,367.3000,0.1008,0.0522,0.1766,0.0353,0.0084,61.3000,-0.0146,418.7000,0.1643,0.0093,0.2125,0.0380,0.0089,34.8000,-0.0119,445.2000,0.1944,0.0000,-0.0292,0.1477,0.0423,261.5000,-0.3479,238.5000,0.3203,29.8877,0.0789,0.1457,0.0472,219.7000,-0.3161,260.3000,0.3426,30.9631,0.1326,0.1410,0.0492,187.8000,-0.3024,292.2000,0.3546,28.8931,0.1725,0.1300,0.0437,163.4000,-0.2898,316.6000,0.3608,27.3083
72,0.0174,0.0111,0.0011,217.0000,-0.0264,283.0000,0.0486,0.0602,0.1132,0.0241,0.0036,111.4000,-0.0167,368.6000,0.1019,0.0530,0.1782,0.0357,0.0085,60.8000,-0.0145,419.2000,0.1660,0.0093,0.2140,0.0382,0.0089,34.3000,-0.0118,445.7000,0.1959,0.0000,-0.0293,0.1484,0.0423,261.7000,-0.3487,238.3000,0.3216,30.0796,0.0789,0.1464,0.0472,219.6000,-0.3172,260.4000,0.3434,31.0586,0.1330,0.1416,0.0492,187.4000,-0.3038,292.6000,0.3553,29.0952,0.1728,0.1306,0.0437,163.2000,-0.2911,316.8000,0.3614,27.3436
73,0.0178,0.0115,0.0012,216.3000,-0.0269,283.7000,0.0496,0.0729,0.1143,0.0244,0.0036,110.5000,-0.0169,369.5000,0.1032,0.0536,0.1798,0.0361,0.0086,59.6000,-0.0147,420.4000,0.1674,0.0094,0.2156,0.0384,0.0090,34.0000,-0.0118,446.0000,0.1974,0.0000,-0.0293,0.1492,0.0424,261.7000,-0.3496,238.3000,0.3225,30.2318,0.0789,0.1471,0.0473,219.7000,-0.3181,260.3000,0.3444,31.1642,0.1334,0.1422,0.0493,187.5000,-0.3044,292.5000,0.3565,29.3278,0.1730,0.1312,0.0438,163.2000,-0.2920,316.8000,0.3623,27.4764
74,0.0182,0.0118,0.0012,215.7000,-0.0275,284.3000,0.0504,0.0793,0.1155,0.0248,0.0037,108.9000,-0.0172,371.1000,0.1042,0.0621,0.1813,0.0364,0.0086,59.0000,-0.0147,421.0000,0.1689,0.0094,0.2171,0.0385,0.0090,33.6000,-0.0117,446.4000,0.1990,0.0000,-0.0294,0.1499,0.0424,261.8000,-0.3504,238.2000,0.3235,30.3751,0.0789,0.1478,0.0473,219.7000,-0.3191,260.3000,0.3453,31.3035,0.1337,0.1428,0.0493,187.5000,-0.3050,292.5000,0.3576,29.4679,0.1733,0.1317,0.0438,162.9000,-0.2935,317.1000,0.3628,27.6466
75,0.0186,0.0122,0.0013,214.5000,-0.0281,285.5000,0.0513,0.0973,0.1166,0.0251,0.0037,108.5000,-0.0173,371.5000,0.1056,0.0633,0.1829,0.0368,0.0087,57.9000,-0.0149,422.1000,0.1703,0.0095,0.2185,0.0387,0.0091,33.2000,-0.0117,446.8000,0.2004,0.0000,-0.0295,0.1506,0.0424,261.9000,-0.3513,238.1000,0.3246,30.4889,0.0789,0.1484,0.0474,219.9000,-0.3197,260.1000,0.3464,31.4021,0.1341,0.1434,0.0493,187.5000,-0.3057,292.5000,0.3586,29.5372,0.1735,0.1322,0.0438,162.8000,-0.2945,317.2000,0.3635,27.7362
76,0.0191,0.0126,0.0013,214.2000,-0.0286,285.8000,0.0525,0.1024,0.1177,0.0255,0.0038,107.0000,-0.0176,373.0000,0.1066,0.0640,0.1844,0.0372,0.0088,57.2000,-0.0150,422.8000,0.1718,0.0096,0.2200,0.0389,0.0092,32.7000,-0.0116,447.3000,0.2019,0.0000,-0.0295,0.1512,0.0425,261.8000,-0.3524,238.2000,0.3253,30.6001,0.0789,0.1491,0.0474,219.8000,-0.3208,260.2000,0.3470,31.5139,0.1344,0.1440,0.0494,187.4000,-0.3066,292.6000,0.3595,29.6441,0.1738,0.1327,0.0439,163.0000,-0.2948,317.0000,0.3646,27.7487
77,0.0195,0.0129,0.0014,213.6000,-0.0291,286.4000,0.0534,0.1103,0.1188,0.0258,0.0038,105.9000,-0.0178,374.1000,0.1078,0.0726,0.1859,0.0375,0.0088,57.0000,-0.0149,423.0000,0.1735,0.0097,0.2215,0.0391,0.0092,32.2000,-0.0117,447.8000,0.2033,0.0000,-0.0296,0.1519,0.0425,261.8000,-0.3533,238.2000,0.3262,30.7071,0.0789,0.1497,0.0474,220.0000,-0.3214,260.0000,0.3481,31.5382,0.1347,0.1446,0.0494,187.3000,-0.3074,292.7000,0.3603,29.6586,0.1740,0.1332,0.0439,163.0000,-0.2959,317.0000,0.3654,27.7314
78,0.0200,0.0133,0.0014,213.1000,-0.0296,286.9000,0.0546,0.1127,0.1200,0.0261,0.0039,104.4000,-0.0181,375.6000,0.1089,0.0811,0.1874,0.0378,0.0089,55.7000,-0.0152,424.3000,0.1747,0.0097,0.2230,0.0393,0.0093,31.8000,-0.0116,448.2000,0.2047,0.0000,-0.0296,0.1525,0.0425,261.8000,-0.3541,238.2000,0.3270,30.7553,0.0789,0.1503,0.0474,219.8000,-0.3226,260.2000,0.3486,31.6651,0.1349,0.1451,0.0494,187.2000,-0.3082,292.8000,0.3611,29.7504,0.1742,0.1337,0.0439,162.8000,-0.2971,317.2000,0.3659,27.7823
79,0.0204,0.0137,0.0015,212.8000,-0.0302,287.2000,0.0557,0.1344,0.1211,0.0265,0.0039,103.8000,-0.0183,376.2000,0.1103,0.0820,0.1889,0.0382,0.0090,55.3000,-0.0152,424.7000,0.1763,0.0198,0.2244,0.0395,0.0093,31.6000,-0.0114,448.4000,0.2063,0.0000,-0.0297,0.1531,0.0425,261.7000,-0.3551,238.3000,0.3278,30.8337,0.0789,0.1508,0.0475,219.7000,-0.3236,260.3000,0.3493,31.6964,0.1352,0.1456,0.0494,186.9000,-0.3092,293.1000,0.3616,29.8154,0.1744,0.1341,0.0439,162.7000,-0.2982,317.3000,0.3666,27.8865
80,0.0209,0.0141,0.0015,211.8000,-0.0308,288.2000,0.0566,0.1501,0.1222,0.0268,0.0040,102.6000,-0.0185,377.4000,0.1115,0.0828,0.1904,0.0385,0.0090,53.8000,-0.0155,426.2000,0.1774,0.0200,0.2259,0.0396,0.0094,31.0000,-0.0114,449.0000,0.2076,0.0000,-0.0297,0.1537,0.0426,261.8000,-0.3558,238.2000,0.3287,30.9253,0.0789,0.1514,0.0475,219.4000,-0.3250,260.6000,0.3496,31.8027,0.1356,0.1461,0.0494,186.7000,-0.3102,293.3000,0.3624,29.8643,0.1747,0.1346,0.0439,162.6000,-0.2990,317.4000,0.3672,27.9083
81,0.0213,0.0145,0.0016,211.7000,-0.0313,288.3000,0.0577,0.1613,0.1234,0.0272,0.0040,100.9000,-0.0190,379.1000,0.1125,0.0937,0.1918,0.0388,0.0091,53.0000,-0.0158,427.0000,0.1788,0.0202,0.2273,0.0398,0.0095,30.5000,-0.0114,449.5000,0.2090,0.0000,-0.0298,0.1543,0.0426,261.8000,-0.3565,238.2000,0.3295,31.0603,0.0789,0.1519,0.0475,219.3000,-0.3259,260.7000,0.3502,31.9016,0.1359,0.1466,0.0494,186.3000,-0.3113,293.7000,0.3628,29.9599,0.1749,0.1350,0.0440,162.3000,-0.3002,317.7000,0.3675,28.0162
82,0.0218,0.0149,0.0016,211.6000,-0.0318,288.4000,0.0589,0.1695,0.1245,0.0275,0.0041,99.9000,-0.0193,380.1000,0.1137,0.0945,0.1933,0.0391,0.0091,52.1000,-0.0160,427.9000,0.1801,0.0211,0.2288,0.0400,0.0095,30.1000,-0.0114,449.9000,0.2104,0.0000,-0.0298,0.1548,0.0426,261.9000,-0.3571,238.1000,0.3304,31.1336,0.0789,0.1525,0.0475,219.4000,-0.3265,260.6000,0.3510,31.9642,0.1363,0.1471,0.0494,186.1000,-0.3121,293.9000,0.3635,30.0066,0.1751,0.1354,0.0440,162.4000,-0.3006,317.6000,0.3683,28.0652
83,0.0222,0.0153,0.0017,211.3000,-0.0323,288.7000,0.0600,0.1788,0.1256,0.0278,0.0042,100.1000,-0.0194,379.9000,0.1153,0.1087,0.1947,0.0395,0.0092,51.3000,-0.0162,428.7000,0.1815,0.0212,0.2302,0.0402,0.0096,29.8000,-0.0113,450.2000,0.2118,0.0000,-0.0298,0.1554,0.0426,261.8000,-0.3580,238.2000,0.3310,31.3319,0.0789,0.1530,0.0475,219.5000,-0.3271,260.5000,0.3519,32.0422,0.1366,0.1476,0.0494,186.0000,-0.3127,294.0000,0.3642,30.0899,0.1753,0.1358,0.0440,162.5000,-0.3011,317.5000,0.3691,28.1297
84,0.0227,0.0158,0.0017,211.4000,-0.0327,288.6000,0.0613,0.1799,0.1268,0.0282,0.0042,99.2000,-0.0197,380.8000,0.1165,0.1181,0.1961,0.0398,0.0093,50.5000,-0.0164,429.5000,0.1829,0.0214,0.2316,0.0403,0.0096,29.2000,-0.0114,450.8000,0.2131,0.0000,-0.0298,0.1559,0.0426,261.9000,-0.3586,238.1000,0.3318,31.3998,0.0790,0.1535,0.0475,219.3000,-0.3282,260.7000,0.3522,32.0582,0.1369,0.1480,0.0494,185.8000,-0.3137,294.2000,0.3649,30.1519,0.1755,0.1362,0.0440,162.2000,-0.3022,317.8000,0.3693,28.1692
85,0.0232,0.0162,0.0018,211.1000,-0.0331,288.9000,0.0625,0.1925,0.1279,0.0285,0.0043,98.8000,-0.0200,381.2000,0.1179,0.1201,0.1975,0.0401,0.0093,50.3000,-0.0165,429.7000,0.1844,0.0216,0.2330,0.0405,0.0097,28.9000,-0.0113,451.1000,0.2145,0.0000,-0.0298,0.1564,0.0426,261.8000,-0.3594,238.2000,0.3324,31.5528,0.0790,0.1540,0.0475,219.3000,-0.3289,260.7000,0.3530,32.1467,0.1372,0.1485,0.0494,185.8000,-0.3142,294.2000,0.3657,30.2469,0.1757,0.1366,0.0440,162.3000,-0.3025,317.7000,0.3701,28.2416
86,0.0237,0.0166,0.0018,211.0000,-0.0336,289.0000,0.0637,0.1959,0.1290,0.0288,0.0043,98.6000,-0.0201,381.4000,0.1193,0.1267,0.1989,0.0404,0.0094,49.5000,-0.0167,430.5000,0.1857,0.0216,0.2344,0.0407,0.0098,28.3000,-0.0113,451.7000,0.2158,0.0000,-0.0298,0.1569,0.0426,261.8000,-0.3601,238.2000,0.3331,31.6307,0.0791,0.1545,0.0475,219.3000,-0.3296,260.7000,0.3536,32.2454,0.1375,0.1489,0.0493,185.8000,-0.3147,294.2000,0.3666,30.3495,0.1758,0.1369,0.0440,162.2000,-0.3032,317.8000,0.3705,28.2612
87,0.0241,0.0171,0.0019,210.6000,-0.0341,289.4000,0.0648,0.2047,0.1301,0.0292,0.0044,97.7000,-0.0203,382.3000,0.1205,0.1291,0.2003,0.0406,0.0094,49.0000,-0.0169,431.0000,0.1871,0.0218,0.2358,0.0408,0.0098,28.0000,-0.0112,452.0000,0.2171,0.0000,-0.0299,0.1574,0.0426,262.0000,-0.3605,238.0000,0.3340,31.6889,0.0791,0.1549,0.0475,219.3000,-0.3302,260.7000,0.3544,32.3987,0.1378,0.1494,0.0493,185.8000,-0.3154,294.2000,0.3674,30.4224,0.1760,0.1373,0.0440,162.1000,-0.3039,317.9000,0.3709,28.3624
88,0.0246,0.0175,0.0019,210.4000,-0.0346,289.6000,0.0660,0.2155,0.1313,0.0295,0.0045,96.9000,-0.0207,383.1000,0.1217,0.1451,0.2017,0.0409,0.0095,48.3000,-0.0171,431.7000,0.1885,0.0220,0.2371,0.0410,0.0099,27.8000,-0.0111,452.2000,0.2186,0.0000,-0.0299,0.1579,0.0426,262.1000,-0.3611,237.9000,0.3348,31.7548,0.0792,0.1554,0.0475,219.1000,-0.3312,260.9000,0.3548,32.4904,0.1380,0.1498,0.0493,185.8000,-0.3160,294.2000,0.3682,30.4758,0.1762,0.1376,0.0440,162.2000,-0.3042,317.8000,0.3716,28.3936
89,0.0251,0.0180,0.0020,210.2000,-0.0351,289.8000,0.0672,0.2206,0.1324,0.0299,0.0045,95.8000,-0.0212,384.2000,0.1228,0.1547,0.2031,0.0412,0.0096,47.6000,-0.0173,432.4000,0.1897,0.0221,0.2385,0.0411,0.0099,27.6000,-0.0110,452.4000,0.2200,0.0000,-0.0300,0.1583,0.0426,262.1000,-0.3617,237.9000,0.3354,31.9205,0.0792,0.1559,0.0475,218.9000,-0.3321,261.1000,0.3552,32.5217,0.1383,0.1502,0.0492,185.8000,-0.3165,294.2000,0.3690,30.5322,0.1764,0.1380,0.0440,162.1000,-0.3048,317.9000,0.3720,28.4083
90,0.0256,0.0184,0.0021,210.1000,-0.0355,289.9000,0.0685,0.2259,0.1335,0.0302,0.0046,95.4000,-0.0214,384.6000,0.1242,0.1696,0.2044,0.0415,0.0096,46.9000,-0.0175,433.1000,0.1910,0.0223,0.2398,0.0413,0.0100,27.3000,-0.0109,452.7000,0.2213,0.0000,-0.0300,0.1587,0.0426,262.5000,-0.3618,237.5000,0.3366,31.9593,0.0793,0.1564,0.0474,218.7000,-0.3330,261.3000,0.3557,32.6145,0.1385,0.1506,0.0492,185.5000,-0.3175,294.5000,0.3693,30.6315,0.1766,0.1383,0.0440,162.0000,-0.3054,318.0000,0.3724,28.4567
91,0.0261,0.0189,0.0021,209.4000,-0.0361,290.6000,0.0697,0.2346,0.1346,0.0305,0.0046,94.4000,-0.0217,385.6000,0.1253,0.1812,0.2057,0.0418,0.0097,46.4000,-0.0176,433.6000,0.1924,0.0340,0.2412,0.0414,0.0100,26.6000,-0.0113,453.4000,0.2224,0.0000,-0.0301,0.1592,0.0426,262.8000,-0.3621,237.2000,0.3376,32.0374,0.0794,0.1568,0.0474,218.8000,-0.3334,261.2000,0.3565,32.7170,0.1387,0.1510,0.0492,185.7000,-0.3176,294.3000,0.3703,30.7488,0.1767,0.1386,0.0440,161.9000,-0.3061,318.1000,0.3728,28.5194
92,0.0266,0.0193,0.0022,208.5000,-0.0367,291.5000,0.0707,0.2383,0.1357,0.0309,0.0047,93.5000,-0.0219,386.5000,0.1265,0.1825,0.2071,0.0420,0.0098,45.6000,-0.0179,434.4000,0.1936,0.0571,0.2425,0.0416,0.0101,26.3000,-0.0114,453.7000,0.2238,0.0000,-0.0302,0.1596,0.0426,262.8000,-0.3628,237.2000,0.3381,32.0912,0.0794,0.1573,0.0474,218.6000,-0.3342,261.4000,0.3568,32.8280,0.1389,0.1514,0.0492,185.7000,-0.3180,294.3000,0.3710,30.8136,0.1769,0.1389,0.0440,161.9000,-0.3065,318.1000,0.3734,28.5577
93,0.0271,0.0198,0.0022,208.4000,-0.0372,291.6000,0.0719,0.2552,0.1369,0.0312,0.0048,92.6000,-0.0223,387.4000,0.1277,0.2016,0.2084,0.0423,0.0098,45.0000,-0.0180,435.0000,0.1949,0.0571,0.2438,0.0417,0.0102,26.2000,-0.0113,453.8000,0.2252,0.0000,-0.0303,0.1600,0.0426,262.9000,-0.3632,237.1000,0.3387,32.1870,0.0795,0.1577,0.0474,218.7000,-0.3345,261.3000,0.3576,32.8884,0.1391,0.1518,0.0491,185.8000,-0.3183,294.2000,0.3717,30.8392,0.1771,0.1392,0.0440,162.0000,-0.3067,318.0000,0.3739,28.5851
94,0.0276,0.0202,0.0023,208.0000,-0.0378,292.0000,0.0731,0.2690,0.1380,0.0315,0.0048,91.2000,-0.0230,388.8000,0.1287,0.2035,0.2097,0.0425,0.0099,44.6000,-0.0182,435.4000,0.1962,0.0571,0.2451,0.0419,0.0102,26.1000,-0.0112,453.9000,0.2266,0.0000,-0.0304,0.1604,0.0426,262.9000,-0.3638,237.1000,0.3392,32.2873,0.0796,0.1581,0.0474,218.6000,-0.3352,261.4000,0.3580,32.9866,0.1393,0.1522,0.0491,186.1000,-0.3184,293.9000,0.3729,30.9768,0.1772,0.1395,0.0440,161.9000,-0.3073,318.1000,0.3743,28.7146
95,0.0281,0.0207,0.0024,208.7000,-0.0381,291.3000,0.0746,0.2796,0.1391,0.0318,0.0049,90.7000,-0.0232,389.3000,0.1299,0.2163,0.2109,0.0428,0.0099,44.1000,-0.0184,435.9000,0.1975,0.0920,0.2464,0.0420,0.0103,25.8000,-0.0111,454.2000,0.2279,0.0000,-0.0304,0.1607,0.0426,262.9000,-0.3644,237.1000,0.3397,32.3223,0.0797,0.1585,0.0474,218.5000,-0.3359,261.5000,0.3585,33.0634,0.1395,0.1525,0.0491,186.1000,-0.3189,293.9000,0.3735,31.0252,0.1774,0.1398,0.0440,161.9000,-0.3077,318.1000,0.3747,28.8084
96,0.0286,0.0211,0.0024,208.7000,-0.0385,291.3000,0.0758,0.2942,0.1402,0.0322,0.0049,89.4000,-0.0237,390.6000,0.1310,0.2267,0.2122,0.0430,0.0100,43.8000,-0.0186,436.2000,0.1989,0.0927,0.2477,0.0422,0.0103,25.4000,-0.0111,454.6000,0.2291,0.0000,-0.0305,0.1611,0.0426,262.9000,-0.3650,237.1000,0.3401,32.4447,0.0797,0.1589,0.0474,218.5000,-0.3364,261.5000,0.3591,33.1448,0.1397,0.1529,0.0491,186.2000,-0.3192,293.8000,0.3743,31.1691,0.1775,0.1401,0.0440,162.1000,-0.3077,317.9000,0.3754,28.8269
97,0.0291,0.0216,0.0025,208.6000,-0.0390,291.4000,0.0770,0.3029,0.1413,0.0325,0.0050,88.5000,-0.0242,391.5000,0.1321,0.2285,0.2135,0.0433,0.0101,43.4000,-0.0187,436.6000,0.2002,0.0938,0.2490,0.0423,0.0104,25.2000,-0.0111,454.8000,0.2304,0.0000,-0.0306,0.1615,0.0426,263.0000,-0.3654,237.0000,0.3407,32.4691,0.0798,0.1593,0.0474,218.4000,-0.3370,261.6000,0.3596,33.2120,0.1398,0.1533,0.0491,186.2000,-0.3196,293.8000,0.3749,31.2183,0.1777,0.1404,0.0440,161.8000,-0.3087,318.2000,0.3755,28.8168
98,0.0297,0.0221,0.0025,208.7000,-0.0394,291.3000,0.0784,0.3070,0.1424,0.0328,0.0051,87.7000,-0.0247,392.3000,0.1333,0.2401,0.2147,0.0435,0.0101,43.4000,-0.0187,436.6000,0.2016,0.0946,0.2502,0.0425,0.0105,25.2000,-0.0109,454.8000,0.2318,0.0000,-0.0306,0.1618,0.0426,263.2000,-0.3657,236.8000,0.3416,32.5098,0.0799,0.1597,0.0474,218.5000,-0.3373,261.5000,0.3603,33.1985,0.1400,0.1536,0.0491,185.9000,-0.3206,294.1000,0.3751,31.1349,0.1778,0.1406,0.0440,161.7000,-0.3093,318.3000,0.3758,28.8071
99,0.0302,0.0225,0.0026,208.7000,-0.0399,291.3000,0.0796,0.3181,0.1435,0.0332,0.0051,87.1000,-0.0253,392.9000,0.1345,0.2566,0.2160,0.0438,0.0102,42.8000,-0.0190,437.2000,0.2029,0.1072,0.2515,0.0426,0.0105,25.0000,-0.0109,455.0000,0.2331,0.0000,-0.0307,0.1622,0.0426,263.2000,-0.3662,236.8000,0.3420,32.5541,0.0800,0.1601,0.0474,218.4000,-0.3380,261.6000,0.3608,33.3197,0.1402,0.1540,0.0490,185.8000,-0.3212,294.2000,0.3756,31.2184,0.1780,0.1409,0.0440,161.7000,-0.3097,318.3000,0.3762,28.8461
100,0.0307,0.0230,0.0027,208.7000,-0.0403,291.3000,0.0810,0.3268,0.1446,0.0335,0.0052,86.8000,-0.0255,393.2000,0.1358,0.2769,0.2172,0.0440,0.0102,42.2000,-0.0193,437.8000,0.2041,0.1072,0.2527,0.0428,0.0106,24.8000,-0.0109,455.2000,0.2343,0.0000,-0.0308,0.1625,0.0426,263.1000,-0.3668,236.9000,0.3422,32.6049,0.0801,0.1604,0.0474,218.4000,-0.3384,261.6000,0.3614,33.4800,0.1403,0.1543,0.0490,185.8000,-0.3214,294.2000,0.3761,31.3295,0.1782,0.1411,0.0440,161.8000,-0.3096,318.2000,0.3768,28.8720
101,0.0312,0.0235,0.0027,208.1000,-0.0408,291.9000,0.0821,0.3369,0.1457,0.0338,0.0053,86.3000,-0.0258,393.7000,0.1371,0.2886,0.2184,0.0442,0.0103,41.7000,-0.0195,438.3000,0.2053,0.1072,0.2539,0.0429,0.0106,24.7000,-0.0108,455.3000,0.2356,0.0000,-0.0308,0.1628,0.0426,263.1000,-0.3673,236.9000,0.3426,32.6191,0.0802,0.1608,0.0473,218.5000,-0.3387,261.5000,0.3622,33.4836,0.1405,0.1546,0.0490,185.8000,-0.3217,294.2000,0.3767,31.3441,0.1783,0.1414,0.0440,161.7000,-0.3103,318.3000,0.3771,28.9102
102,0.0318,0.0239,0.0028,207.7000,-0.0413,292.3000,0.0832,0.3520,0.1468,0.0341,0.0053,85.6000,-0.0263,394.4000,0.1382,0.2936,0.2196,0.0444,0.0103,41.5000,-0.0197,438.5000,0.2066,0.1109,0.2551,0.0430,0.0107,24.4000,-0.0110,455.6000,0.2368,0.0196,-0.0309,0.1631,0.0426,263.3000,-0.3676,236.7000,0.3435,32.5814,0.0803,0.1612,0.0473,218.4000,-0.3393,261.6000,0.3626,33.6037,0.1407,0.1549,0.0490,185.8000,-0.3219,294.2000,0.3772,31.4543,0.1785,0.1416,0.0440,161.7000,-0.3106,318.3000,0.3775,28.9879
103,0.0323,0.0244,0.0029,207.2000,-0.0418,292.8000,0.0843,0.3601,0.1479,0.0344,0.0054,85.6000,-0.0267,394.4000,0.1396,0.3093,0.2208,0.0447,0.0104,40.8000,-0.0200,439.2000,0.2077,0.1527,0.2563,0.0432,0.0107,24.4000,-0.0109,455.6000,0.2381,0.0197,-0.0310,0.1634,0.0426,263.6000,-0.3677,236.4000,0.3442,32.6520,0.0804,0.1615,0.0473,218.4000,-0.3398,261.6000,0.3632,33.6087,0.1409,0.1552,0.0490,185.9000,-0.3221,294.1000,0.3779,31.5245,0.1786,0.1418,0.0440,161.8000,-0.3105,318.2000,0.3780,29.0271
104,0.0328,0.0249,0.0029,207.5000,-0.0422,292.5000,0.0856,0.3708,0.1489,0.0348,0.0054,84.6000,-0.0275,395.4000,0.1406,0.3319,0.2220,0.0449,0.0105,40.5000,-0.0201,439.5000,0.2089,0.1889,0.2575,0.0433,0.0108,24.0000,-0.0110,456.0000,0.2392,0.0197,-0.0312,0.1637,0.0426,263.7000,-0.3681,236.3000,0.3446,32.7417,0.0805,0.1619,0.0473,218.6000,-0.3399,261.4000,0.3640,33.6319,0.1411,0.1555,0.0490,185.8000,-0.3225,294.2000,0.3782,31.5461,0.1788,0.1421,0.0439,161.6000,-0.3112,318.4000,0.3782,29.0312
105,0.0334,0.0253,0.0030,207.2000,-0.0426,292.8000,0.0868,0.3890,0.1500,0.0351,0.0055,83.7000,-0.0283,396.3000,0.1417,0.3392,0.2231,0.0451,0.0105,40.4000,-0.0202,439.6000,0.2103,0.2009,0.2587,0.0434,0.0108,24.0000,-0.0109,456.0000,0.2405,0.0198,-0.0313,0.1639,0.0425,263.7000,-0.3687,236.3000,0.3449,32.8933,0.0806,0.1622,0.0473,218.6000,-0.3403,261.4000,0.3645,33.7117,0.1412,0.1558,0.0490,185.8000,-0.3229,294.2000,0.3788,31.6016,0.1790,0.1423,0.0439,161.8000,-0.3111,318.2000,0.3789,29.0690
